Month,ATRISCO_1_SP24-79,ATRISCO_2_SP22-79,ATRISCO_3_SP22-79,ATRISCO_4_SP22-79,BURTON_1_SP30-79,BURTON_2_SP14-79,BURTON_3_SP14-79,BURTON_4_SP30-79,BURTON_5_SP37-79,CHARLES_1_SP16-79,CHARLES_2_SP16-79,CHARLES_3_SP16-79,CHARLES_4_SP16-79,CHARLES_5_SP33-79,COLLEGE_1_SP23-79,COLLEGE_2_SP23-79,CORONADO_1_SP30-79,CORONADO_2_SP39-79,DURANES_1_SP13-79,DURANES_2_SP13-79,DURANES_3_SP12-79,DURANES_4_SP12-79,DURANES_5_SP12-79,DURANES_6_SP12-79,DURANES_7_SP12-79,GONZALES_1_SP39-79,GONZALES_2_SP36-79,GONZALES_3_SP52-79,GRIEGOS_1_SP13-79,GRIEGOS_3_SP12-79,GRIEGOS_4_SP12-79,LEAVITT_1_SP17-79,LEAVITT_2_SP17-79,LEAVITT_3_SP30-79,LEYENDCKR_1_SP13-79,LEYENDCKR_2_SP13-79,LEYENDCKR_3_SP13-79,LEYENDCKR_4_SP13-79,LOMAS_1_SP14-79,LOMAS_5_SP30-79,LOMAS_6_SP30-79,LOVE_1_SP13-79,LOVE_3_SP13-79,LOVE_4_SP13-79,LOVE_5_SP13-53,LOVE_6_SP16-79,LOVE_7_SP16-79,LOVE_8_SP16-79,METRODETCTR_SP58-79,MILES_1_SP19-65,NM_UTL_1_SP14-79,NM_UTL_2_SP15-79,NM_UTL_3_SP23-79,NM_UTL_4_SP43-79,NM_UTL_5_SP49-79,NM_UTL_7,NM_UTL_8,NM_UTL_9,PONDEROSA_2_SP16-79,PONDEROSA_3_SP19-65,PONDEROSA_4_SP21-79,PONDEROSA_6_SP21-79,RIDGECREST_1_SP15-79,RIDGECREST_2_SP19-79,RIDGECREST_3_SP16-79,RIDGECREST_4_SP16-79,RIDGECREST_5_SP35-79,SAN_JOSE_1_SP12-58,SAN_JOSE_2A_SP30-79,SAN_JOSE_3A_SP22-79,SANTABAR_1_SP15-79,THOMAS_1_SP13-79,THOMAS_2_SP13-64,THOMAS_3_SP13-56,THOMAS_4_SP13-79,THOMAS_5_SP33-79,THOMAS_6_SP33-79,THOMAS_7_SP33-79,THOMAS_8_SP39-79,VOLANDIA_1_SP14-79,VOLANDIA_2_SP14-79,VOLANDIA_3_SP14-79,VOLANDIA_4_SP14-79,VOLANDIA_5_SP14-79,VOLANDIA_6_SP14-79,VOLCLIFFS_1_SP16-79,VOLCLIFFS_2_SP16-79,VOLCLIFFS_3_SP30-79,WALKER_1_SP28-79,WALKER_2_SP31-79,WALKER_3_SP44-79,WALKER_4_SP44-79,WEBSTER_1_SP23-79,WEBSTER_2_SP23-79,WEST_MESA_1_SP13-79,WEST_MESA_3_SP16-54,WEST_MESA_4_SP17-69,YALE_1_SP17-79,YALE_2_SP16-79,YALE_3_SP16-79,ZAMORA_1_SP39-79,ZAMORA_2_SP49-79
8/1/2006,91234320.32,15906088.66,24505440.2,41226632.22,45896771.85,61466493.47,36302600.44,0,56236087.99,29718999.7,73260000,0,72044892.56,61701772.49,0,30676843.57,0,41030161.01,10470280.44,37918872.4,15402373.31,0,6704679.702,20212772.54,46071997.25,42767083.71,0,102876940.1,34312868.65,21269565.16,23572004.3,961474.4323,9801768.537,0,16674305.88,30751699.19,43672259.42,54431656.68,18993914.44,39290722.76,12633199.46,9271133.705,22546017.7,27612151.66,0,14433653.98,20081788.97,49888102.22,3940580.415,0,NA,NA,NA,NA,NA,NA,NA,NA,37694929.42,13530224.04,11885772.51,41510779.99,16616146.7,30590236.1,36281460,64462125.19,79860399.39,0,33168417.42,41576630.53,34764553.72,10109756.05,0,0,12250104.4,0,21154371.52,38218589.29,45496923.74,36933791.52,15263135.82,39692295.42,0,54496362.85,77311433.82,53308171.39,30904288.41,21802.0757,0,0,49592519.09,16413086.99,11634570.62,53952857.88,3497072.943,0,21070760.22,38144181.21,22589848.57,10189920.75,30354317.82,70232077.49
9/1/2006,70972728.76,31341452.74,35903941.05,43299163.09,70989886.94,61466829.79,44291172.56,0,55997025.43,8538275.039,38160000,0,88036115.71,72186431.54,0,27533534.99,0,49513432.87,7498624.775,31302222.59,13752571.26,0,2589684.77,15698657.03,28475363.1,40938061.5,0,104185954,35272216.82,21175156.61,26850472.82,0,2388778.18,0,22541517.08,34282323.62,45105582.58,57255744.13,21693039.65,21843232.7,0,11698207.87,26960242.17,37240548.92,0,16133016.07,30811292.97,66577297.94,3814921.275,0,NA,NA,NA,NA,NA,NA,NA,NA,45457489.35,20258576.19,23471556.82,48976298.88,20386459.11,39223825.96,16154640,68315808.66,84075236.62,0,39352917.06,45975024.64,68485328.08,7359504.551,0,0,11392373.55,0,35054693.09,49012375.8,55058817.52,37375109.99,22783191.79,35490543.16,19329178.28,44712165.71,75131813.07,33634513.91,28006579.35,0,0,0,46268498.36,22586763.27,3041764.445,61058331.77,3308827.155,0,29187993.76,33449709.31,21340548.53,21957640.21,36639237.07,73690646.74
10/1/2006,67766728.39,26378008.79,34048051.16,36751054.38,67360515.09,63027846.98,35484264.19,0,48651618.57,9668829.18,0,0,78065436.89,71260176.85,0,25551537.75,0,39100383.08,6777937.914,29246543.56,19005790.07,0,5244069.08,15637586.55,32261959.37,38516703.67,0,90534858.96,33111390.36,20981293.12,23634434.12,0,1831932.684,0,15446095.35,20664021.07,37431913.4,52133608.13,26975778.72,14440140.26,0,11499346.36,28093260.16,37874258.98,0,0,34126874.48,64199443.69,3895504.361,0,NA,NA,NA,NA,NA,NA,NA,NA,43542686.8,11688614.96,22043621.53,34726229.83,15989886.89,21665866.51,39755040,73271915.87,49252985.65,0,30368727.64,35343507.94,53906203.81,8007084.788,0,0,4273717.009,0,24088403.1,44554186.86,58081645.41,24255234.92,32415488.96,28025331.95,29517754.76,42949110.57,81615676.81,35901751.7,26047968.17,0,2202162.375,0,47438140.97,14972222.47,8963109.494,57798796.87,1843506.513,0,22309381.91,39441191.87,12375946.58,13725920.28,33465963.69,72184856.53
11/1/2006,54553044.82,25181201.6,28637447.12,33823095.48,57029061.21,55278866.57,28212140.37,0,41501905.88,6912461.717,0,0,68898802.71,70911834.69,0,20385915.96,0,44493366.05,6025139.193,28691284.25,15733497.53,0,2858866.056,13703877.7,23286554.64,38073653.53,0,83590033.44,23181157.33,11243070.68,16088405.64,7766.107079,3991487.643,0,13939870.81,20552063.9,25641521.12,41642749.34,21024201.41,0,0,7952604.279,23299105.31,36959670.43,0,15294639.6,18379123.95,59715632.63,3723741.381,0,NA,NA,NA,NA,NA,NA,NA,NA,42595468.52,0,13687011.28,10291479.52,13355526.37,26148527.84,24697320,59630922.97,44706879.22,0,25457238.93,34409981.52,37216882.62,11400362.93,0,0,0,131727.9777,30552539.17,45557564.7,48707065.25,0,34414985.23,0,76970268.04,20791443.53,45257629.33,21272298.49,26579898.09,0,1525025.247,0,51273731.62,1422889.489,0,40627887.37,713067.4673,0,14980994.93,33234634.98,4556023.466,8322397.546,28607814.49,72944183.11
12/1/2006,44566888.89,24110851.79,27108723.73,31935131.55,57710043.59,50587148.62,22632499.15,0,30376957.3,4320658.12,0,0,63351669.84,62681247.86,0,19112890.41,0,38160769.06,7522846.039,24656701.58,11412350.8,0,4952519.572,13337977.83,1829020.678,38429676.92,7437559.585,85754458.34,13696289,14562592.23,31262477.6,0,1345182.426,0,0,9551885.1,24113156,32987094.03,22974089.87,0,0,5488841.026,16626047.44,28457768.99,0,16151491.31,26240980.22,64629915.02,3814175.46,0,NA,NA,NA,NA,NA,NA,NA,NA,39510600.09,0,13267314.91,5803670.33,9255946.276,16769328.21,26459040,49018652.99,59449468.49,0,22874046.4,31394938.46,24135255.48,8966931.21,0,0,4325402.273,15769176.93,17703734.85,18599012.08,43640504.43,18946559.77,24429522.61,20730756.09,48296595.26,30243773.3,24221656.69,0,29235681.56,0,12031085.53,0,41107582.42,1341724.672,0,33154260.03,209005.1282,0,6957244.689,29523600.5,752176.1888,4467369.319,29640616.12,74296367.91
1/1/2007,31769797.54,15277372.86,43884166.68,50300662.93,52743240.03,47469548.16,10149270.94,0,34911140.87,14162182.77,0,0,61555380.84,57041036.4,0,20000480,0,36696340,5934706.721,15184003.76,0,0,0,15760103.44,1694706.072,24771441.08,32604869.21,36147209.71,6014650.882,15551836.12,26223493,0,0,0,2866928.335,16914782.21,17784637.89,34190311.56,22147099.89,9385411.615,23883528.49,5051374.99,15010167.64,33294952.33,0,21356816.86,8475377.363,40063410.82,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,23639486.66,0,1627743.839,15528929.5,13208535.52,31314723.94,650263.3663,41692968.66,77530508.52,0,25642426.96,30572063.04,22907510,9713977.274,0,0,6266593.98,1784244.177,20517606.89,29405040.93,35003636.75,32302370.62,30583328.09,31989611.23,79015043.93,22806546.13,0,2264644.654,12104534.34,16786861.01,23998379.86,0,11685161.07,48139.06921,1651618.766,33275081.23,7616902.29,0,22193.7095,13195313.16,7484131.599,23910195.24,37199328.5,73039571.5
2/1/2007,22631935.99,10883183.13,31261881.67,35832818.34,51189585.09,46071240.1,9850304.388,0,33882765.18,11682091.67,0,0,50775760.6,47051971.24,0,16178732.05,0,1143372.067,9185404.438,23500944.88,0,0,0,24392599.48,2622970.503,27412927.48,36081668.11,40001743.76,5127153.751,13257071.18,22354062.3,0,2596557.297,0,3588430.408,21171620.55,22260387.41,42794775.23,31290778.78,13260284.19,33744111.43,3682973.38,10943960.4,24275454.38,0,15571322.29,6179424.27,29210358.73,3345271.025,0,NA,NA,NA,NA,NA,NA,NA,NA,28010677.87,0,1928730.898,18400392.88,10968800.56,26004772.54,540000,34623206.9,64383873.93,0,22288793.1,26573708.83,20213086.16,9381111.593,0,0,6051858.655,1723104.065,19814536.77,28397428.01,33804178.58,29298500.53,27739315.63,29014825.34,71667257.3,20685714.12,0,5210156.784,27848307.94,38620707.06,24413484.72,0,11887281.68,48971.7405,1643666.834,33114874.06,8957626.828,0,26100.23866,11020701.36,6250732.986,19969751.22,17545963.65,34450881.72
3/1/2007,52349468.28,21757661.65,35263140.39,31126350.4,72706355.21,42753262.77,27270964.55,12523.95846,24285395.74,44352920.85,0,0,67907561.18,36454433.16,0,13815288.46,0,55112907.14,16578072.95,43377005.55,23840712.21,0,43438.42512,37301010.41,284.1562997,43062585.16,21633734.34,59001475.49,32295264.75,16103921.83,21432319.77,15881.22931,5011157.803,40607.54217,10934657.07,17852597.7,24317042.62,41423754.61,30360368.2,13762704.88,43602301.2,5865015.043,9733314.279,14741768.23,0,8161070.354,24506500.35,30774964.67,2857627.517,0,NA,NA,NA,NA,NA,NA,NA,NA,35177728.47,0,14651406.26,5862611.576,12923237.21,30526992.31,0,58199167.06,23855422.87,0,37017602.85,16512453.07,31623628.97,8121456.592,0,0,10667245.02,17677261.83,29311118.83,46123544.02,40896455.17,27728617.1,21656616.92,29935615.81,0,28694694.83,34938754.7,63905.03498,16577714.85,23186690.2,26873170.11,0,24457946.56,7268478.308,7445608.257,27201327.81,4175206.868,0,62424.02574,22842000,2604796.039,27233991,20315368.49,53842597.32
4/1/2007,65795540.46,28326088.15,34266369.23,40362901.07,60943872.59,53550819.03,32672608.59,82446.51657,43639890.78,31687428.98,0,0,23242571.72,15845231.39,0,24517775.74,0,63766328.68,25566882.62,56798253.98,17071555.68,0,124496.0333,55416984.27,0,33649413.88,43750822.14,75971638.53,28406928.71,0,28882212.66,37099.47485,7450739.992,0,19380121.21,29401934.48,36097289.41,54676029.72,15177621.39,34157803.94,60581202.14,13197186.85,24974088.64,26625193.5,0,15924542.38,39259081.1,54075258.86,3858840.03,0,NA,NA,NA,NA,NA,NA,NA,NA,21875620,0,19822472.34,30605458.3,17703751.28,30755168.74,41815920,76205335.12,68272475.04,0,18688474.33,9333609.344,56556800.99,18404228.25,0,0,14930499.04,22287440.92,49450862.3,62613442.97,54978605.66,18115786.88,25081276.12,40108646.67,4002240.403,31396798.53,78745800.81,362641.6658,22326642.39,45670413.54,39737511.39,829929.9696,18466142.51,10577563.36,2857934.935,52165258.57,3201333.056,0,7784009.833,33317134.83,7644743.668,42659529.24,24718859.76,70952441.34
5/1/2007,55073094.35,23680909.81,26752765.33,41048355.85,68355748.23,60786409.22,40992481.03,246152.208,50772407.2,87288528.67,56646000,880575.0905,0,65616414.35,157277.0596,28008457.87,8882078.753,43608559.46,19247135.9,51711921.78,31833334.19,0,140314.0582,46212641.58,21925137.36,41760362.41,58599037.15,108021470.9,22443822.79,19482650.53,38620285.97,0,8055756.856,1430529.578,25356442.94,36890367.11,39535080.7,57800763.6,14164782.4,55870750.64,65300508.85,2732898.634,15325077.04,22115374,0,16112095.08,27172221.01,35260296.38,3850136.048,0,NA,NA,NA,NA,NA,NA,NA,NA,43584966.05,0,30905412.41,30895817.95,24512538.98,30562616.34,43727220,81835128.57,28277477.16,0,19999970.51,28393571.56,63382161.59,22518560.27,0,0,21890230.73,32525233.09,51563000.45,69582687.53,63227336.1,21774333.01,38628608.48,35646624.04,50008448.81,42569917.05,62426392.39,16475854.67,21759721.28,49668834.65,46102371.03,0,40069876.69,1401636.073,14898109.64,82732673.48,3558465.418,0,17539634.99,19964907.33,47195388.09,50968494.25,29009521.85,74374686.27
6/1/2007,75826924.07,31511325.2,36705723.16,47641073.31,73137332.62,62224455.7,60708077.72,0,73812108.69,82369016.51,62388000,51537911.53,0,39078499.78,31812.35377,24444049.09,45242526.46,69951768.05,19699698.47,48998730.74,24531843.8,0,0,49324331.19,54351976.54,45271951.79,84206565.02,112067381.9,35521122.75,33649789.41,39054137.96,0,6373122.585,0,41473360.15,50602051.76,58038040.45,63985837.17,18746596.31,58861425.53,64022950.3,17081.8766,25484144.01,34073171.89,0,14522331.78,32335317.04,56683454.77,3974924.334,0,NA,NA,NA,NA,NA,NA,NA,NA,45559553.64,0,41979207.01,44234056.38,37244787.9,82782708.34,89731380,101758986.6,26184693.32,0,28976959.55,41769429.46,102703276,29598197.04,0,0,22529867.81,35500221.29,42529756.64,77520738.66,74066303.57,42990013.6,61103579.3,48785931.42,74579940.82,57253124.14,86039466.65,53097902.95,27813568.02,66301666.65,41625813.27,0,61294283.61,0,10953338.87,68155076.08,7654993.217,0,24893277.4,8335898.565,70304901.25,59915881.49,34586102.6,73992675.82
7/1/2007,88735434.46,33032913.12,38952299.71,52038357.45,82369957.07,69051978.29,48871318.8,401995.4145,58937596.38,93860465.2,89388000,42056734.11,0,5160626.496,12466653.5,57402642.89,52237350.18,85005154.85,27507537.59,67390293.05,40855740.14,0,0,58593545.86,71444130.5,37646013.92,77223870.24,84369377.88,38348590.02,26915272.74,24082567,83808.54701,10839841.2,14896691.86,48081364.44,57808443.11,61381877.32,66550498.39,21117982.91,50857946.52,62623235.91,2991323.077,28678493.18,41224890.84,0,19080470.52,36304295.24,68862668.86,4377523.248,0,NA,NA,NA,NA,NA,NA,NA,NA,47516877.79,0,41663679.76,44912099.15,35701863.92,68578503.07,100035780,98339253.91,77735879.02,0,35328283.2,49887760.2,89444719.93,33173020.78,0,0,24101089.17,20740345.52,64872327.48,83767968.56,77757933.03,43957557.75,55127885.78,48194058.66,73797734.43,48696359.42,74027758.76,50596313.55,28558100.12,74182278.63,51573830.93,0,54907448.11,0,14533648.94,65859609.44,5376771.795,0,26609821.25,33197175.04,60317847.74,60148320,38212265.2,75482634.18
8/1/2007,78444644.22,33649480.08,39018871.97,51091277.42,68617509.25,60557892.65,36155871.25,71024380.07,46251193.37,82769802.74,86940000,34335105.44,1051809.405,0,46553433.31,55698154.86,50983982.83,70837126.74,10089196.44,65629460.37,42018670,0,0,46143115.58,60622588.71,33716472.54,76494375.94,95048267.52,58217221.43,34244312.57,46269000,0,21551990.54,11672347.05,44332161.7,55790913.65,57720754.46,58909075.39,19254130.83,63747709.69,24152500.56,11797915.2,22522424.35,39576662.63,0,20167971.94,43891929.58,72202531.28,4095931.082,0,NA,NA,NA,NA,NA,NA,NA,NA,37406020.38,0,39525464.21,39854576.6,28931991.74,66442636.24,74125200,97554559.19,111577370.1,0,29964242.81,40468563.72,79883260.26,29228025,0,0,25431389.78,0,63482813.74,75545692.57,53105586.2,44872187.77,50513429.32,35618636.19,79428133.23,45548267.76,70900231.18,54098269.22,19328975.49,64284876.4,49030198.38,0,58708711.7,0,16977775.44,61958956.33,6800812.708,0,34895188.75,0,41256559.03,NA,24020741.02,65611831.12
9/1/2007,51464645.46,29743908.83,35300823.73,39315764.55,56721118.39,64722527.67,23046638.76,80679656.01,39040710.26,83943294.26,47897240.7,53834291.62,7576642.735,0,38693170.17,63772367.23,49224239.84,58594871.68,15326497.94,51130278.25,24509564.89,0,0,32910119.21,51560743.65,15034821.5,59477967.15,87432306.93,57053705.97,38540142.82,46955760,23897.96759,21413791.78,0,37647080.16,49019971.1,56084986.78,61169409.82,26286867.06,57838726.74,0,9758315.018,20140233.73,24115620.02,0,10441404.55,27251465.93,53594115.02,4022085.251,0,NA,NA,NA,NA,NA,NA,NA,NA,43579946.46,0,34276986.31,24016554.14,23127683.19,53003902.64,60313980,96693313.47,105698882.7,0,14609105.94,19504118.46,54625492.46,21353069.06,0,0,19015052.9,12022921.09,45304160.33,67518369.41,68337270.24,33359184.89,37821132.6,40186505.79,80860258.2,34369538.77,46443642.17,49209994.84,16859091.4,33388457.45,42999842.62,0,47762793.65,0,13055492.69,55261918.97,4713673.524,0,26574234.39,38864080.17,33462690.04,NA,30488488.12,66339517.88
10/1/2007,39510326.06,29718156.06,26525738.11,41830619.54,20953728.73,71356476.29,52077227.83,36952045.49,49885219.6,80058220.73,13495929.72,61317958.18,49809094.98,58423.53295,54855404.64,74245285.09,17706890.7,25002554.68,7713306.555,41669350.85,38160315.56,0,8623159.362,25275447.21,62403335.71,3287555.612,55285082.12,95028146.56,36751220.46,34574187.4,18356280,0,2815399.421,0,19584606.08,20870960.31,55974339.78,79764535.5,29986508.95,25588384.63,0,6694676.88,14893471.55,19007029.69,0,11019881.51,25459251.97,66936431.8,4483698.674,0,NA,NA,NA,NA,NA,NA,NA,NA,55063920.83,0,15207186.74,4822463.904,22792370.46,51223166.43,25511700,84236594.25,94373603.19,0,5221601.497,7679777.869,9658296.014,4790594.143,0,0,8010268.243,85023712.37,26113032.03,73696405.89,27714025.91,77881138.53,23839042.71,39518625.57,83506337.52,20418571.1,58603234.93,20922489.53,52077673.49,12920591.77,24330912.97,0,17391574.61,3819938.238,6809627.484,19263168.21,725730.1252,0,3479584.981,63813678.02,7611394.692,NA,12872980.54,31090661.45
11/1/2007,68435197.44,30685990.83,9377.397439,49888535.98,0,62354921.09,61747417.61,94797.1918,56570381.68,74661693.39,6589823.06,46600429.48,41426421.57,3755.381024,64036208.95,76158606.52,4940811.432,0,226148.2209,22431312.07,10073903.63,0,11945318.5,27877018.33,42051878.76,0,33699303.38,58298495.2,37731858.29,34771748.53,0,0,1434780.534,0,21775316.17,14485004.89,43814718.82,70681447.91,25937007.36,0,0,6793121.303,13562934.78,15696541.15,0,8450316.056,19253898.5,51907198.15,4214877.997,0,NA,NA,NA,NA,NA,NA,NA,NA,44013903.17,0,0,0,21369850.58,44540982.94,0,61625499.17,77321733.26,0,315173.2893,463571.7472,0,6050273.691,0,0,8151033.822,74721057.63,19660166.92,69639681.99,361040.855,91205076.47,3731149.564,33625527.53,83105592.74,21178801.18,73207533.02,0,68260540.38,0,53836.00025,0,0,10438874.11,0,23304.55478,0,0,0,67449970.62,0,0,6021004.221,843856.9637
12/1/2007,45679454.14,21202955.19,0,35239678.57,13024636.44,52188839.18,27393035.82,22546345.63,30976557.73,49430995.15,0,24934846.88,31135609.32,0,57853911.89,74984607.73,0,25546396.12,13240134.07,19221792.06,0,0,0,14275098.62,27474727.29,6276135.261,12328483.76,35367144.71,19301044.33,9297467.656,8804982.057,0,8053301.064,4864842.437,11291906.36,17152510.97,28388885.88,56412767.58,24631339.57,10266498.17,0,4397735.945,11266679.27,12952721.37,0,8419723.752,20107739.93,56972515.02,4421777.889,0,NA,NA,NA,NA,NA,NA,NA,NA,25245817.02,0,6926030.562,776112.0523,14846590.35,37376209.35,0,67004621.85,76364412.94,0,10459625.61,14992414.8,24527022.76,7842713.639,0,0,9684105.864,1769718.975,17033823.96,54787225.37,21344056.35,63237535.92,16326959.46,20786135.67,65653000.52,25472501.49,39904454.69,0,38413464.81,14932240.88,15739798.61,678051.7455,0,15888782.71,2456545.535,16928685.19,0,0,0,35303165.67,0,0,18215022.55,35442061.6
1/1/2008,62534323.59,28020469.93,0,46467978.84,4091448.353,54837656.69,31296950.68,491132.458,33513324.94,46996388.43,993100.7221,26565352.61,46185136.4,0,67173902.14,73867085.35,4941752.773,3687308.586,2034924.472,25869089.37,0,0,0,16271493.46,32299030.63,10866309.91,25723388.39,76020747.23,27953821.25,28882432.95,802007.1539,221747.2437,214395.3549,1399077.67,25572091.95,16619924.75,39506708.16,56210861,26055553.8,55384401.74,0.048946906,4453699.528,8616952.048,25288750.3,0,8431889.076,19027393.07,62247434.29,4286434.906,0,NA,NA,NA,NA,NA,NA,NA,NA,25466443.48,0,702369.2293,174308.042,19469183.91,43058817.69,0,63218165.22,53116822.6,0,198992.1225,338879.5058,3115375.21,16601334.52,0,0,16024200.09,0,16563479.71,60628680.82,0,67289826.76,19607700.14,36680650.35,53259886.91,35845407.37,63464970.45,0,15305491.85,3915042.187,3774528.616,554483.6006,176684.9491,114953.0923,395990.8789,2042915.999,3174.229854,0,0,48363000,0,0,987259.7308,5230573.229
2/1/2008,37406272.24,27973643.29,0,47244140.16,5981380.354,50903323.46,39708618.45,4815245.763,30499650.07,52178998.88,0,31296419.76,59800709.93,0,63490017.9,75771505.59,0,3235417.854,2291203.901,17791756.88,0,0,0,14262947.26,29179729.65,0,18697712.28,82245060.69,40113794.62,47132909.57,12943949.56,0,0,0,13917401.45,17661201.2,15406106.64,53572068.39,27704573.84,5706706.96,0.293701172,2070789.786,5933381.145,19135375.82,0,4057662.936,19713771.43,53507888.64,4482360.588,0,NA,NA,NA,NA,NA,NA,NA,NA,41424968.86,0,3026148.237,0,15320174.52,35462466.17,0,55498076.89,54154189.4,0,461942.0977,729927.4213,1351472.899,12561269.5,0,0,9329871.705,0,48278829.68,46403112.6,7224731.262,46760694.54,31311258.96,21739205.58,56449098.81,19851202.61,43112391.3,0,30437657.21,0,0,0,0,0,0,0,0,0,0,58199400,30634500,0,0,0
3/1/2008,51041714.05,38170676.1,0,64465709.85,8339043.798,70967739.66,55360450.06,6713257.298,42521609.18,58373541.91,1233516.203,32996444.53,57365897.36,0,66673545.86,79570854.14,0,15375960,5307211.73,41211792.97,0,0,0,33037863.17,67590232.12,19558355.93,54256628.46,80078215.62,34061045.77,40021050.24,10990843.99,169066.3279,115568.2017,70596.47045,23023283.55,29216577.86,25486019.28,88623219.32,30296124.08,6240525.596,0.321174662,2554155.078,7318355.384,23601969.48,0,5004805.636,24315374.62,65997739.81,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,38018834.35,0,2777325.649,0,21143990.18,46762885.53,0,68656409.6,57686114.68,0,0,0,0,16499823.12,0,0,12255228.89,0,63416532.1,60952688.78,9490027.1,41955670.35,28093784.15,19505333.52,50648515.9,17811337.51,38682258.57,0,38805614.11,9926215.886,3152812.421,259080.5334,3610795.697,52600.34918,227973.6234,215250.3766,0,0,0,89974366.31,47359933.69,0,0,0
4/1/2008,85311524,33513537.35,6393400.661,54462640.45,29954346.99,62225847.42,45918105.36,15954416.07,57663845.51,69446712.46,79873895.06,49647694.62,56743158.78,0,34885641.27,77263014.24,0,17555542.54,7079157.721,51320762.36,0,0,14683353.71,31423784.89,63295846.36,26947972.5,74756085.7,110333688.6,32778500.64,61450352.88,23037442.72,661237.0798,452000,276110.5925,38081012.18,63939637.71,55446652.84,66583588.46,31500000,0,0,7934959.956,19757176.65,25304581.47,0,15704605.83,32231764.16,45629240.12,4161184.1,0.147218633,NA,NA,NA,NA,NA,NA,NA,NA,67766965.79,0,12452053.44,75.22394854,30782088.66,71800564.03,9722700,58533223.43,78438105.69,0,189811.8937,349356.0783,1071521.819,21732956.59,0,0,20562028.36,0,61408513,102676542,42430622.87,62033747.42,53648786.69,16376616.37,72470272.81,50848514.82,71346807.28,1452000,68693941.37,5177520,14534651.08,1194376.529,16645980.98,242490.7099,421937.5756,398389.1676,0,0,0,88181400,52162500,1614720,0,0
5/1/2008,22391676.47,28813446.62,39093014.23,45573750.48,45073992.7,97306445.2,58544436.59,12932220.27,69383878.48,104094829.1,126600779.2,52795201.61,36253749.07,1207833.571,32664743.54,76964378.56,0,4231430.04,15482115.14,63068983.99,0,0,23158433.12,36762472.74,72807436.6,21485987.94,41183246.39,9608608.469,61943085.08,74235281.31,27163859.33,0,0,0,50653799.82,75215919.18,57752159.37,89121417.81,18591229.93,99201102.76,0.048948002,9647988.133,10351142.91,18061196.64,0,15694819.41,37839982.35,65915535.15,4475425.907,0,NA,NA,NA,NA,NA,NA,NA,NA,68913233.2,0,432937.5593,0,29796373.66,107922389.9,0,92733764.15,72442971.73,0,528274.7987,1383658.873,1240069.264,42866292.63,0,0,25284377.46,0,81590400,102831408.4,93838870.9,80611885.39,92422035.88,60938968.84,83230256.1,57337093.1,94205309.77,0,70233999.97,13311000,14763382.9,0,36587505.39,0,0,0,0,0,0,89105591.09,51502361.74,3547122.533,4459752.697,150553.2938
6/1/2008,62591257.66,30318025.56,40749452.57,48062368.69,56256921.11,93908720.9,70898284.32,61188078.54,88219187.1,136993470.2,124276370.2,100694026.2,542696.1472,22905907.15,58045157.95,63826320.7,0,12497588.45,22837216.07,71338836.72,455194.4847,0,43513397.47,39821771.69,78994491.42,0,15610070.52,1533880.184,77293489.55,64620993.32,39450739.75,826240.5083,146099.718,1267969.161,78000845.17,86376220.61,84879088.45,75068476.77,39725832.06,79303060.38,0.244745311,18683040.83,32285034.59,36576477.48,0,19496104.66,41920609.18,72153771.52,3967859.004,0,NA,NA,NA,NA,NA,NA,NA,NA,67049403.65,0,8378056.076,5247.081054,38657776.78,117783730.6,0,95116692.5,114770930.8,0,0,0,9847578.275,49074092.3,0,0,33526867.02,0,87120000,101497090.8,69449092.82,81864064.42,96808190.29,63659652.21,82772503.69,75279490.8,92710407.51,2865600,63407108.11,0,56553500.47,1756037.098,26359528.73,18275094.62,435520.8874,30075158.09,0,0,0,89019793.53,81439250.45,7332441.396,18012674.55,0
7/1/2008,31704232.72,28837690.41,40793480.32,46817630.86,36643415.34,87116699.37,65701243.8,35715957.8,78126173.8,102389729.6,116974004.3,83698763.83,0,67856065.09,58805690.77,52045388.71,0,6975895.426,7841716.058,51082589.86,67395066.67,0,24749460.6,39922344.76,79951394.98,0,1437217.738,14776035.79,62987040.52,46498385.25,34336195.77,0,0,0,76250938.98,85080927.57,81189010.53,70163773.29,28472023.7,95211913.16,1901036.042,15608471.8,23382643.38,31435765.19,0,17547559.72,38522375.63,53346763.23,5194943.373,0,NA,NA,NA,NA,NA,NA,NA,NA,58674529.53,0,5029204.149,0,23714158.73,76804918.43,67477200,72811395.98,97856551.04,0,0,0,6245530.764,48583716.4,0,0,28360366.96,0,57168000,87767711.75,38639343.62,72241092.08,87621964.52,59063291.23,79163106.75,68736503.04,88980120.67,69811200,0,0,29136110.79,0,9212335.401,9839391.626,0,22874735.36,0,0,0,83213946.88,59313371.68,2911743.444,22206846.56,0
